Diff Between Pulses ;  ACC
1.06501775;1.06501775;0
0.64501075;1.7100285;1
0.5200086666666692;2.230037166666669;2
0.5150085833333264;2.7450457499999956;3
0.5100084999999979;3.2550542499999935;4
0.5100084999999979;3.7650627499999914;5
0.49000816666666935;4.255070916666661;6
0.49000816666666935;4.74507908333333;7
0.49000816666666935;5.235087249999999;8
0.480007999999998;5.715095249999997;9
0.47000783333332663;6.185103083333324;10
0.46500775000001227;6.650110833333336;11
0.46000766666665527;7.110118499999992;12
0.44500741666666954;7.555125916666661;13
0.4500074999999981;8.00513341666666;14
0.44500741666666954;8.450140833333329;15
0.44500741666666954;8.895148249999998;16
0.4350072499999982;9.330155499999996;17
0.4300071666666696;9.760162666666666;18
0.4250070833333268;10.185169749999993;19
0.42000699999999824;10.605176749999991;20
0.42000700000001245;11.025183750000004;21
0.42000699999999824;11.445190750000002;22
0.4100068333333269;11.855197583333329;23
0.4100068333333411;12.26520441666667;24
0.4100068333333269;12.675211249999997;25
0.4100068333333269;13.085218083333324;26
0.4050067500000125;13.490224833333336;27
0.4000066666666555;13.890231499999992;28
0.39500658333334115;14.285238083333333;29
0.40000666666666973;14.685244750000003;30
0.39500658333332694;15.08025133333333;31
0.39500658333334115;15.47525791666667;32
0.39500658333332694;15.870264499999998;33
0.39000649999999837;16.260270999999996;34
0.39500658333334115;16.655277583333337;35
0.39000649999999837;17.045284083333335;36
0.3850064166666556;17.43029049999999;37
0.3850064166666698;17.81529691666666;38
0.39000649999999837;18.20530341666666;39
0.380006333333327;18.585309749999986;40
0.3850064166666698;18.970316166666656;41
0.3850064166666698;19.355322583333326;42
0.380006333333327;19.735328916666653;43
0.37500624999999843;20.11033516666665;44
0.3850064166666698;20.49534158333332;45
0.37000616666666986;20.86534774999999;46
0.3850064166666556;21.250354166666646;47
0.3800063333333412;21.630360499999988;48
0.37500624999999843;22.005366749999986;49
0.380006333333327;22.385373083333313;50
0.3800063333333412;22.765379416666654;51
0.37000616666666986;23.135385583333324;52
0.380006333333327;23.51539191666665;53
0.37500624999999843;23.89039816666665;54
0.3800063333333412;24.27040449999999;55
0.37500624999999843;24.64541074999999;56
0.36500608333332707;25.010416833333316;57
0.37500624999999843;25.385423083333315;58
0.37500625000001264;25.760429333333327;59
0.37000616666665564;26.130435499999983;60
0.37000616666666986;26.500441666666653;61
0.37500624999999843;26.87544791666665;62
0.37500624999999843;27.25045416666665;63
0.36500608333332707;27.615460249999977;64
0.37500624999999843;27.990466499999975;65
0.37500624999999843;28.365472749999974;66
0.37500624999999843;28.740478999999972;67
0.36500608333332707;29.1054850833333;68
0.3800063333333412;29.48549141666664;69
0.37000616666665564;29.855497583333296;70
0.37000616666665564;30.22550374999995;71
0.37000616666666986;30.59550991666662;72
0.37000616666666986;30.96551608333329;73
0.36500608333332707;31.33052216666662;74
0.36500608333332707;31.695528249999946;75
0.37000616666666986;32.065534416666615;76
0.37000616666666986;32.435540583333285;77
0.37000616666666986;32.805546749999955;78
0.37000616666666986;33.175552916666625;79
0.37000616666665564;33.54555908333328;80
0.37000616666666986;33.91556524999995;81
0.37000616666666986;34.28557141666662;82
0.37500624999999843;34.66057766666662;83
0.37000616666666986;35.03058383333329;84
0.37500624999999843;35.40559008333329;85
0.3650060833333413;35.77059616666663;86
0.3650060833333413;36.13560224999997;87
0.37000616666666986;36.50560841666664;88
0.36500608333332707;36.87061449999997;89
0.36500608333332707;37.235620583333294;90
0.36500608333332707;37.60062666666662;91
0.3650060833333413;37.96563274999996;92
0.36500608333332707;38.33063883333329;93
0.37000616666666986;38.70064499999996;94
0.36500608333332707;39.065651083333286;95
0.3600059999999985;39.425657083333284;96
0.3600059999999985;39.78566308333328;97
0.36500608333332707;40.15066916666661;98
0.3600059999999985;40.51067516666661;99
0.3650060833333413;40.87568124999995;100
0.3600059999999985;41.23568724999995;101
0.3600059999999985;41.59569324999995;102
0.3650060833333413;41.96069933333329;103
0.3600059999999985;42.32070533333329;104
0.36500608333332707;42.685711416666614;105
0.3600060000000127;43.045717416666626;106
0.3550059166666557;43.40072333333328;107
0.3550059166666699;43.75572924999995;108
0.3600060000000127;44.115735249999965;109
0.3550059166666557;44.47074116666662;110
0.3550059166666699;44.82574708333329;111
0.3550059166666415;45.18075299999993;112
0.3500058333333129;45.530758833333245;113
0.3550059166666699;45.885764749999915;114
0.3550059166666699;46.240770666666585;115
0.35000583333334134;46.590776499999926;116
0.3550059166666699;46.945782416666596;117
0.3550059166666699;47.300788333333266;118
0.3500058333333129;47.65079416666658;119
0.34500574999998435;47.99579991666656;120
0.34500575000001277;48.340805666666576;121
0.3400056666666842;48.68081133333326;122
0.34500575000001277;49.02581708333327;123
0.34000566666665577;49.36582274999993;124
0.3400056666666842;49.70582841666661;125
0.34000566666665577;50.04583408333327;126
0.3350055833333556;50.380839666666624;127
0.3300054999999986;50.71084516666662;128
0.3350055833333272;51.04585074999995;129
0.34000566666665577;51.385856416666606;130
0.3300054999999986;51.715861916666604;131
0.3350055833333272;52.05086749999993;132
0.3350055833333272;52.38587308333326;133
0.3300054999999986;52.71587858333326;134
0.3350055833333556;53.05088416666661;135
0.3300054999999986;53.38088966666661;136
0.3350055833333272;53.71589524999994;137
0.32500541666667004;54.04090066666661;138
0.3350055833333272;54.375906249999936;139
0.3350055833333556;54.71091183333329;140
0.3300054999999986;55.04091733333329;141
0.3300054999999986;55.37092283333329;142
0.3300054999999986;55.70092833333329;143
0.3350055833333272;56.035933916666615;144
0.3350055833333272;56.37093949999994;145
0.34000566666665577;56.7109451666666;146
